City,Date,NO,NO2,NOx,CO,SO2,O3,Benzene,Toluene,Xylene
Amaravati,02-06-2020,1.66,9.72,6.52,0.51,6.61,18.39,0.09,1.19,0.22
Amaravati,03-06-2020,1.85,10.19,6.6,0.5,12.47,19.36,0.1,1.18,0.19
Amaravati,04-06-2020,1.76,11.09,7.33,0.54,16.74,18.72,0.05,0.45,0.1
Amaravati,05-06-2020,1.6,8.83,5.99,0.44,11.48,30.3,0.08,0.47,0.1
Amaravati,06-06-2020,1.33,7.06,4.83,0.42,12.83,35.22,0.09,0.55,0.19
Amaravati,07-06-2020,1.48,6.9,4.87,0.42,12.34,38.36,0.06,0.36,0.1
Amaravati,08-06-2020,1.62,10.16,6.72,0.44,11.95,38.42,0.1,0.7,0.15
Amaravati,09-06-2020,1.56,10.06,6.61,0.5,15.46,40.05,0.09,0.76,0.22
Amaravati,10-06-2020,8.5,15.4,15.51,0.59,13.75,40.65,0.09,1.21,0.17
Amaravati,11-06-2020,2.27,14.58,9.6,0.51,18.82,42.45,0.11,1.63,0.1
Amaravati,12-06-2020,1.66,10.03,6.69,0.53,13.34,34.37,0.08,0.52,0.1
Amaravati,13-06-2020,1.48,8.44,5.7,0.48,12.34,35.22,0.06,0.28,0.1
Amaravati,14-06-2020,1.6,8.06,5.6,0.53,16.01,39.34,0.07,0.57,0.29
Amaravati,15-06-2020,2.12,9.21,6.62,0.48,12.19,33.82,0.06,0.41,0.1
Amaravati,16-06-2020,4.88,16.7,12.86,0.5,16.28,31.19,0.09,0.78,0.36
Amaravati,17-06-2020,4.64,16.26,11.66,0.38,17.54,29.47,0.09,0.54,0.2
Amaravati,18-06-2020,3.27,12.95,9.54,0.62,17.81,31.9,0.1,0.81,0.19
Amaravati,19-06-2020,3.18,13.74,9.89,0.64,10.39,31.37,0.14,1.43,0.32
Amaravati,20-06-2020,1.52,9.48,6.27,0.55,11.19,41.25,0.11,1.29,0.16
Amaravati,21-06-2020,1.66,10.27,6.81,0.59,13.28,34.95,0.13,0.77,0.15
Amaravati,22-06-2020,2.05,12.1,8.1,0.65,11.68,30.15,0.17,1.55,0.53
Amaravati,23-06-2020,2.07,9.15,6.55,0.58,15.88,39.82,0.11,0.8,0.16
Amaravati,24-06-2020,1.86,10.59,7.15,0.59,14.04,38.01,0.13,1.03,0.21
Amaravati,25-06-2020,1.9,8.44,6.03,0.62,15.38,39.32,0.13,0.89,0.28
Amaravati,27-06-2020,1.53,6.53,4.72,0.55,13.75,33.76,0.06,0.27,0.15
Amaravati,28-06-2020,1.43,8.32,5.59,0.66,10.86,37.34,0.1,0.43,0.12
Amaravati,29-06-2020,1.65,9.55,6.43,0.66,14.79,43.29,0.12,0.69,0.1
Amaravati,30-06-2020,1.74,10.69,7.1,0.66,14.58,45.32,0.14,1.42,0.2
Amritsar,05-10-2017,7.13,5.76,22.92,0.23,2.59,26.16,2.08,2.14,3.03
Amritsar,06-10-2017,8.23,6.79,23.09,0.34,3.72,28.63,1.93,3.11,4.69
Amritsar,07-10-2017,12.73,16.28,34.88,0.29,3.6,27.13,1.76,2.09,2.31
Amritsar,08-10-2017,5.91,14.52,32.49,0.16,2.73,18.03,1.99,0.34,0.0
Amritsar,12-02-2018,12.79,35.24,60.95,0.52,2.83,12.54,8.39,6.72,5.0
Amritsar,06-03-2018,10.74,4.86,22.62,0.63,2.86,25.36,8.82,5.26,3.68
Amritsar,07-03-2018,10.96,9.45,20.72,0.69,3.85,18.99,7.39,3.25,1.86
Amritsar,08-03-2018,11.78,10.5,22.28,0.75,3.92,17.81,6.29,2.0,1.25
Amritsar,09-03-2018,11.67,9.14,27.71,0.69,3.55,18.23,5.16,1.42,0.85
Amritsar,10-03-2018,12.54,9.03,21.57,0.69,3.71,26.84,4.03,1.32,0.72
Amritsar,11-03-2018,12.7,9.54,29.85,0.64,3.72,30.89,4.91,1.44,0.85
Amritsar,12-03-2018,12.38,8.7,28.47,0.57,8.52,31.15,4.89,1.59,1.25
Amritsar,13-03-2018,11.78,8.0,20.1,0.88,3.55,29.18,5.07,1.73,1.38
Amritsar,14-03-2018,11.93,8.52,20.46,0.92,3.09,31.63,4.12,1.3,0.95
Amritsar,15-03-2018,14.66,6.89,27.71,1.31,3.42,34.72,3.47,0.98,0.65
Amritsar,16-03-2018,15.02,13.74,38.41,0.78,6.25,40.85,3.52,0.97,0.76
Amritsar,17-03-2018,13.61,14.15,27.87,0.76,1.95,37.46,3.8,1.05,0.72
Amritsar,18-03-2018,13.38,15.46,28.84,0.89,2.35,34.26,4.61,1.34,0.9
Amritsar,19-03-2018,11.95,14.56,26.51,0.84,2.63,36.17,3.65,1.29,0.79
Amritsar,20-03-2018,13.78,12.76,35.48,0.75,2.59,23.55,4.01,1.48,0.96
Amritsar,21-03-2018,13.85,4.88,22.74,0.84,2.72,29.63,4.18,2.82,1.35
Amritsar,22-03-2018,13.73,4.94,28.91,0.86,2.45,29.02,4.28,2.68,1.55
Amritsar,23-03-2018,13.8,4.88,24.49,0.9,2.4,30.86,4.18,3.0,1.63
Amritsar,24-03-2018,17.23,11.11,28.34,0.74,7.43,34.24,5.65,3.53,3.23
Amritsar,25-03-2018,18.62,13.02,31.63,0.93,1.91,38.35,3.57,2.68,2.21
Amritsar,26-03-2018,17.51,14.09,31.6,0.9,2.92,36.59,4.81,6.07,4.11
Amritsar,27-03-2018,17.48,12.94,13.12,0.37,6.19,21.93,2.21,3.29,1.88
Amritsar,31-05-2018,12.34,22.51,20.81,0.92,5.16,34.32,0.88,2.54,4.97
Amritsar,01-06-2018,0.4,8.55,8.62,1.56,6.51,23.58,0.75,2.62,4.6
Amritsar,02-06-2018,1.42,8.57,9.19,1.26,6.14,20.8,0.6,2.43,4.78
Amritsar,04-06-2018,5.32,9.97,12.51,1.8,6.29,33.48,0.52,2.21,4.03
Amritsar,05-06-2018,12.27,9.6,21.53,1.23,3.13,38.93,0.6,2.46,4.18
Amritsar,09-06-2018,25.06,6.05,21.99,0.75,11.15,28.03,0.53,2.43,4.35
Amritsar,19-06-2018,23.1,15.08,38.19,0.0,7.19,46.14,0.73,2.64,4.7
Amritsar,28-06-2018,10.88,16.14,27.02,1.34,12.55,24.31,0.58,1.88,3.26
Amritsar,06-07-2018,8.37,9.12,17.48,0.16,10.6,37.0,1.08,2.37,4.54
Amritsar,07-07-2018,11.37,9.3,20.67,0.18,7.1,40.35,1.05,2.42,5.01
Amritsar,08-07-2018,11.28,9.2,20.48,0.46,6.03,38.63,0.82,2.2,4.42
Amritsar,09-07-2018,11.31,9.17,20.48,0.15,9.03,38.7,0.65,1.98,3.31
Amritsar,10-07-2018,8.86,10.8,19.66,0.23,7.33,25.46,0.71,2.1,3.85
Amritsar,11-07-2018,9.4,10.06,19.46,0.47,7.25,30.39,0.63,2.06,3.95
